ticker,tp_pct,sl_pct,trades,win_rate,avg_pnl,avg_win,avg_loss,best,worst,avg_hold,final_cap,total_ret,cagr,max_dd,calmar,tp_hits,sl_hits,score_exits,time_exits
GMRINFRA.NS,3.0,25.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
GMRINFRA.NS,3.0,20.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
GMRINFRA.NS,3.0,10.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,3,18,0
GMRINFRA.NS,3.0,15.0,44,52.3,0.39,6.3,-6.08,16.42,-15.59,7.8,106116.22,6.12,1.15,28.25,0.04,23,0,21,0
AUBANK.NS,3.0,5.0,48,52.1,0.26,4.65,-4.51,8.31,-9.92,9.2,106823.1,6.82,1.03,23.66,0.04,24,10,13,1
ASIANPAINT.NS,2.0,20.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,15.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,5.0,50,52.0,-0.02,3.32,-3.63,6.8,-8.18,9.0,95732.75,-4.27,-0.68,22.48,-0.03,26,7,17,0
ASIANPAINT.NS,2.0,25.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
ASIANPAINT.NS,2.0,10.0,50,52.0,-0.04,3.32,-3.67,6.8,-8.18,9.1,94977.1,-5.02,-0.8,22.37,-0.04,26,0,24,0
BSE.NS,10.0,5.0,50,52.0,3.78,11.93,-5.05,21.88,-10.27,12.1,518681.3,418.68,29.2,24.98,1.17,22,17,11,0
UPL.NS,2.0,5.0,58,51.7,-0.29,3.62,-4.49,8.94,-15.14,7.1,79214.12,-20.79,-3.56,44.73,-0.08,31,10,17,0
ASTERDM.NS,5.0,5.0,58,51.7,2.15,8.21,-4.35,17.97,-8.95,11.4,298832.45,198.83,18.58,25.43,0.73,27,14,15,2
ANANDRATHI.NS,10.0,20.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,5.0,31,51.6,2.14,7.14,-3.2,14.61,-6.55,17.7,180412.5,80.41,14.95,23.5,0.64,8,5,13,5
ANANDRATHI.NS,10.0,15.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,25.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
ANANDRATHI.NS,10.0,10.0,31,51.6,2.05,7.14,-3.39,14.61,-8.15,18.0,175214.1,75.21,14.16,25.59,0.55,8,0,18,5
CUMMINSIND.NS,8.0,10.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,25.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,20.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,15.0,43,51.2,2.3,8.33,-4.01,13.81,-14.72,16.0,239434.95,139.43,14.56,24.04,0.61,17,0,23,3
CUMMINSIND.NS,8.0,5.0,43,51.2,2.38,8.33,-3.84,13.81,-14.72,15.9,247808.05,147.81,15.17,24.04,0.63,17,5,18,3
AUBANK.NS,2.0,5.0,49,51.0,-0.13,3.92,-4.35,8.31,-9.92,8.1,89129.01,-10.87,-1.78,24.24,-0.07,26,10,13,0
EICHERMOT.NS,2.0,25.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
EICHERMOT.NS,2.0,10.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,1,28,0
SHRIRAMFIN.NS,5.0,5.0,57,50.9,1.19,6.77,-4.59,20.07,-8.46,9.9,176058.85,76.06,9.2,23.47,0.39,26,16,14,1
EICHERMOT.NS,2.0,15.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
EICHERMOT.NS,2.0,20.0,57,50.9,-0.18,3.43,-3.93,8.16,-11.21,7.1,86073.04,-13.93,-2.31,39.1,-0.06,28,0,29,0
AUBANK.NS,5.0,15.0,46,50.0,0.85,6.32,-4.61,13.13,-9.92,11.6,136487.89,36.49,4.96,23.64,0.21,20,0,23,3
HINDALCO.NS,8.0,5.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,8,21,3
HBLENGINE.NS,8.0,25.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,0,6,1
HBLENGINE.NS,10.0,5.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,5,1,1
AUBANK.NS,5.0,10.0,46,50.0,0.71,6.32,-4.89,13.13,-14.67,11.5,127008.16,27.01,3.79,23.67,0.16,20,1,22,3
AUBANK.NS,5.0,20.0,46,50.0,0.85,6.32,-4.61,13.13,-9.92,11.6,136487.89,36.49,4.96,23.64,0.21,20,0,23,3
CANBK.NS,3.0,25.0,56,50.0,-0.02,4.79,-4.83,12.0,-13.35,8.2,91176.5,-8.82,-1.43,33.68,-0.04,27,0,29,0
CANBK.NS,3.0,20.0,56,50.0,-0.02,4.79,-4.83,12.0,-13.35,8.2,91176.5,-8.82,-1.43,33.68,-0.04,27,0,29,0
HINDALCO.NS,8.0,10.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,1,28,3
FEDERALBNK.NS,3.0,5.0,64,50.0,0.26,4.38,-3.85,10.59,-8.09,8.7,111183.25,11.18,1.66,32.44,0.05,33,6,25,0
EICHERMOT.NS,2.0,5.0,58,50.0,-0.2,3.43,-3.84,8.16,-11.21,6.9,85186.84,-14.81,-2.46,37.88,-0.07,28,8,22,0
M&M.NS,3.0,5.0,60,50.0,0.22,6.71,-6.27,30.37,-12.77,6.0,93046.64,-6.95,-1.12,58.83,-0.02,30,20,10,0
HBLENGINE.NS,5.0,15.0,10,50.0,0.33,6.89,-6.23,8.43,-9.46,8.7,101016.75,1.02,0.82,13.24,0.06,5,0,5,0
HBLENGINE.NS,5.0,10.0,10,50.0,0.33,6.89,-6.23,8.43,-9.46,8.7,101016.75,1.02,0.82,13.24,0.06,5,0,5,0
HBLENGINE.NS,5.0,5.0,10,50.0,0.33,6.89,-6.23,8.43,-9.46,8.7,101016.75,1.02,0.82,13.24,0.06,5,5,0,0
CANBK.NS,3.0,5.0,60,50.0,0.04,4.83,-4.76,12.0,-9.31,7.2,94060.01,-5.94,-0.95,32.3,-0.03,29,14,17,0
HBLENGINE.NS,8.0,5.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,5,1,1
HINDALCO.NS,8.0,25.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,0,29,3
HINDALCO.NS,8.0,20.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,0,29,3
HINDALCO.NS,8.0,15.0,48,50.0,1.51,6.99,-3.98,13.69,-13.01,15.5,186134.55,86.13,10.15,23.93,0.42,16,0,29,3
HBLENGINE.NS,8.0,20.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,0,6,1
HBLENGINE.NS,8.0,15.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,0,6,1
HBLENGINE.NS,8.0,10.0,10,50.0,0.73,7.7,-6.23,12.92,-9.46,14.0,104512.85,4.51,3.65,12.94,0.28,3,0,6,1
AUBANK.NS,5.0,25.0,46,50.0,0.85,6.32,-4.61,13.13,-9.92,11.6,136487.89,36.49,4.96,23.64,0.21,20,0,23,3
HBLENGINE.NS,10.0,10.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,0,6,1
HBLENGINE.NS,10.0,15.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,0,6,1
HBLENGINE.NS,10.0,20.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,0,6,1
HBLENGINE.NS,10.0,25.0,10,50.0,0.83,7.9,-6.23,12.92,-9.46,14.3,105436.75,5.44,4.39,12.94,0.34,3,0,6,1
CANBK.NS,3.0,15.0,56,50.0,-0.02,4.79,-4.83,12.0,-13.35,8.2,91176.5,-8.82,-1.43,33.68,-0.04,27,0,29,0
CANBK.NS,3.0,10.0,56,50.0,-0.01,4.79,-4.8,12.0,-12.63,8.1,91940.78,-8.06,-1.3,33.68,-0.04,27,1,28,0
HBLENGINE.NS,5.0,25.0,10,50.0,0.33,6.89,-6.23,8.43,-9.46,8.7,101016.75,1.02,0.82,13.24,0.06,5,0,5,0
HBLENGINE.NS,5.0,20.0,10,50.0,0.33,6.89,-6.23,8.43,-9.46,8.7,101016.75,1.02,0.82,13.24,0.06,5,0,5,0
LAURUSLABS.NS,5.0,5.0,48,50.0,1.34,7.48,-4.8,15.33,-11.52,11.2,171330.6,71.33,8.74,24.72,0.35,23,12,12,1
GMRINFRA.NS,3.0,5.0,46,50.0,0.43,6.3,-5.44,16.42,-15.59,7.3,109682.89,9.68,1.79,27.52,0.07,23,14,9,0
FEDERALBNK.NS,3.0,10.0,63,49.2,0.19,4.4,-3.89,10.59,-8.64,9.0,105733.47,5.73,0.87,32.44,0.03,32,0,31,0
FEDERALBNK.NS,3.0,25.0,63,49.2,0.19,4.4,-3.89,10.59,-8.64,9.0,105733.47,5.73,0.87,32.44,0.03,32,0,31,0
FEDERALBNK.NS,3.0,20.0,63,49.2,0.19,4.4,-3.89,10.59,-8.64,9.0,105733.47,5.73,0.87,32.44,0.03,32,0,31,0
FEDERALBNK.NS,3.0,15.0,63,49.2,0.19,4.4,-3.89,10.59,-8.64,9.0,105733.47,5.73,0.87,32.44,0.03,32,0,31,0
KARURVYSYA.NS,8.0,20.0,45,48.9,2.26,9.43,-4.61,20.06,-8.92,15.5,238866.79,138.87,14.51,18.57,0.78,18,0,26,1
KARURVYSYA.NS,8.0,10.0,45,48.9,2.26,9.43,-4.61,20.06,-8.92,15.5,238866.79,138.87,14.51,18.57,0.78,18,0,26,1
KARURVYSYA.NS,8.0,15.0,45,48.9,2.26,9.43,-4.61,20.06,-8.92,15.5,238866.79,138.87,14.51,18.57,0.78,18,0,26,1
KARURVYSYA.NS,8.0,25.0,45,48.9,2.26,9.43,-4.61,20.06,-8.92,15.5,238866.79,138.87,14.51,18.57,0.78,18,0,26,1
AUBANK.NS,5.0,5.0,47,48.9,0.82,6.39,-4.53,13.13,-9.92,11.2,135335.42,35.34,4.82,23.67,0.2,20,10,14,3
BAJFINANCE.NS,5.0,20.0,41,48.8,1.56,6.58,-3.22,9.02,-7.35,13.6,178620.07,78.62,9.45,17.72,0.53,20,0,21,0
BAJFINANCE.NS,5.0,25.0,41,48.8,1.56,6.58,-3.22,9.02,-7.35,13.6,178620.07,78.62,9.45,17.72,0.53,20,0,21,0
BAJFINANCE.NS,5.0,15.0,41,48.8,1.56,6.58,-3.22,9.02,-7.35,13.6,178620.07,78.62,9.45,17.72,0.53,20,0,21,0
BAJFINANCE.NS,5.0,10.0,41,48.8,1.56,6.58,-3.22,9.02,-7.35,13.6,178620.07,78.62,9.45,17.72,0.53,20,0,21,0
BHARTIARTL.NS,3.0,10.0,58,48.3,0.58,4.41,-2.99,8.11,-10.74,11.0,133527.9,33.53,4.6,20.34,0.23,26,0,32,0
INDIGO.NS,3.0,15.0,58,48.3,0.52,5.52,-4.15,17.95,-18.29,8.3,122347.15,22.35,3.19,30.55,0.1,27,0,31,0
INDIGO.NS,3.0,20.0,58,48.3,0.52,5.52,-4.15,17.95,-18.29,8.3,122347.15,22.35,3.19,30.55,0.1,27,0,31,0
INDIGO.NS,3.0,25.0,58,48.3,0.52,5.52,-4.15,17.95,-18.29,8.3,122347.15,22.35,3.19,30.55,0.1,27,0,31,0
INDIGO.NS,3.0,10.0,58,48.3,0.52,5.52,-4.15,17.95,-18.29,8.3,122347.15,22.35,3.19,30.55,0.1,27,1,30,0
BHARTIARTL.NS,3.0,25.0,58,48.3,0.58,4.41,-2.99,8.11,-10.74,11.0,133527.9,33.53,4.6,20.34,0.23,26,0,32,0
BHARTIARTL.NS,3.0,20.0,58,48.3,0.58,4.41,-2.99,8.11,-10.74,11.0,133527.9,33.53,4.6,20.34,0.23,26,0,32,0
BHARTIARTL.NS,3.0,15.0,58,48.3,0.58,4.41,-2.99,8.11,-10.74,11.0,133527.9,33.53,4.6,20.34,0.23,26,0,32,0
INDIGO.NS,3.0,5.0,58,48.3,0.74,5.52,-3.71,17.95,-9.07,8.2,140843.95,40.84,5.48,24.71,0.22,27,5,26,0
ASTERDM.NS,10.0,5.0,52,48.1,1.93,8.69,-4.33,17.45,-8.95,14.6,235613.55,135.61,14.27,33.99,0.42,13,13,18,8
ASTERDM.NS,8.0,5.0,54,48.1,1.97,8.6,-4.2,17.06,-8.95,13.1,250093.25,150.09,15.34,30.78,0.5,19,13,17,5
BAJFINANCE.NS,5.0,5.0,42,47.6,1.33,6.83,-3.67,13.19,-13.21,13.1,162357.11,62.36,7.84,17.7,0.44,20,5,17,0
CANBK.NS,5.0,25.0,55,47.3,0.94,7.15,-4.63,15.71,-13.35,9.9,149336.44,49.34,6.44,31.27,0.21,25,0,30,0
CANBK.NS,5.0,15.0,55,47.3,0.94,7.15,-4.63,15.71,-13.35,9.9,149336.44,49.34,6.44,31.27,0.21,25,0,30,0
CANBK.NS,5.0,10.0,55,47.3,0.95,7.15,-4.61,15.71,-12.63,9.9,150551.1,50.55,6.58,31.27,0.21,25,1,29,0
CANBK.NS,5.0,20.0,55,47.3,0.94,7.15,-4.63,15.71,-13.35,9.9,149336.44,49.34,6.44,31.27,0.21,25,0,30,0
HEROMOTOCO.NS,5.0,15.0,36,47.2,1.14,5.81,-3.03,8.46,-9.34,12.7,143696.8,43.7,5.81,15.34,0.38,15,0,21,0
HEROMOTOCO.NS,5.0,10.0,36,47.2,1.14,5.81,-3.03,8.46,-9.34,12.7,143696.8,43.7,5.81,15.34,0.38,15,0,21,0
HEROMOTOCO.NS,5.0,20.0,36,47.2,1.14,5.81,-3.03,8.46,-9.34,12.7,143696.8,43.7,5.81,15.34,0.38,15,0,21,0
HEROMOTOCO.NS,5.0,25.0,36,47.2,1.14,5.81,-3.03,8.46,-9.34,12.7,143696.8,43.7,5.81,15.34,0.38,15,0,21,0
KARURVYSYA.NS,5.0,5.0,53,47.2,1.3,8.08,-4.75,20.06,-10.94,11.5,173797.33,73.8,8.98,23.42,0.38,23,14,16,0
BHARTIARTL.NS,3.0,5.0,60,46.7,0.44,4.44,-3.05,8.11,-8.16,10.2,124091.07,24.09,3.42,23.99,0.14,26,5,29,0
RBLBANK.NS,5.0,5.0,58,46.6,0.88,7.21,-4.64,24.88,-9.52,8.6,146833.13,46.83,6.16,35.82,0.17,27,14,17,0
AUBANK.NS,10.0,25.0,43,46.5,1.89,9.38,-4.61,16.15,-9.92,15.0,198263.96,98.26,11.24,23.67,0.47,12,0,24,7
AUBANK.NS,10.0,15.0,43,46.5,1.89,9.38,-4.61,16.15,-9.92,15.0,198263.96,98.26,11.24,23.67,0.47,12,0,24,7
AUBANK.NS,10.0,20.0,43,46.5,1.89,9.38,-4.61,16.15,-9.92,15.0,198263.96,98.26,11.24,23.67,0.47,12,0,24,7
KARURVYSYA.NS,10.0,15.0,43,46.5,2.16,9.71,-4.41,20.06,-8.92,17.6,218302.13,118.3,12.92,24.99,0.52,12,0,27,4
KARURVYSYA.NS,10.0,25.0,43,46.5,2.16,9.71,-4.41,20.06,-8.92,17.6,218302.13,118.3,12.92,24.99,0.52,12,0,27,4
AUBANK.NS,10.0,10.0,43,46.5,1.75,9.38,-4.89,16.15,-14.67,14.9,184243.51,84.24,9.98,23.68,0.42,12,1,23,7
KARURVYSYA.NS,10.0,10.0,43,46.5,2.16,9.71,-4.41,20.06,-8.92,17.6,218302.13,118.3,12.92,24.99,0.52,12,0,27,4
KARURVYSYA.NS,10.0,20.0,43,46.5,2.16,9.71,-4.41,20.06,-8.92,17.6,218302.13,118.3,12.92,24.99,0.52,12,0,27,4
RBLBANK.NS,5.0,15.0,56,46.4,0.77,7.09,-4.71,24.88,-9.52,9.0,136488.0,36.49,4.96,35.48,0.14,26,0,30,0
UPL.NS,3.0,20.0,56,46.4,-0.25,4.42,-4.29,12.48,-15.14,8.4,81273.07,-18.73,-3.18,47.11,-0.07,26,0,30,0
UPL.NS,3.0,15.0,56,46.4,-0.25,4.42,-4.29,12.48,-15.14,8.4,81273.07,-18.73,-3.18,47.11,-0.07,26,1,29,0
RBLBANK.NS,5.0,20.0,56,46.4,0.77,7.09,-4.71,24.88,-9.52,9.0,136488.0,36.49,4.96,35.48,0.14,26,0,30,0
RBLBANK.NS,5.0,25.0,56,46.4,0.77,7.09,-4.71,24.88,-9.52,9.0,136488.0,36.49,4.96,35.48,0.14,26,0,30,0
RBLBANK.NS,5.0,10.0,56,46.4,0.77,7.09,-4.71,24.88,-9.52,9.0,136488.0,36.49,4.96,35.48,0.14,26,2,28,0
UPL.NS,3.0,25.0,56,46.4,-0.25,4.42,-4.29,12.48,-15.14,8.4,81273.07,-18.73,-3.18,47.11,-0.07,26,0,30,0
UPL.NS,3.0,10.0,56,46.4,-0.25,4.42,-4.29,12.48,-15.14,8.4,81273.07,-18.73,-3.18,47.11,-0.07,26,1,29,0
FORTIS.NS,5.0,10.0,54,46.3,0.95,6.66,-3.96,12.6,-14.84,12.4,152597.2,52.6,6.8,26.72,0.25,25,1,27,1
FORTIS.NS,5.0,5.0,54,46.3,1.02,6.66,-3.84,12.6,-14.84,12.2,158421.45,58.42,7.42,25.12,0.3,25,9,19,1
FORTIS.NS,5.0,15.0,54,46.3,0.95,6.66,-3.96,12.6,-14.84,12.4,152597.2,52.6,6.8,26.72,0.25,25,0,28,1
FORTIS.NS,5.0,20.0,54,46.3,0.95,6.66,-3.96,12.6,-14.84,12.4,152597.2,52.6,6.8,26.72,0.25,25,0,28,1
FORTIS.NS,5.0,25.0,54,46.3,0.95,6.66,-3.96,12.6,-14.84,12.4,152597.2,52.6,6.8,26.72,0.25,25,0,28,1
ABCAPITAL.NS,5.0,5.0,52,46.2,0.66,7.17,-4.91,15.11,-11.63,11.3,126582.58,26.58,3.74,36.38,0.1,23,14,14,1
ABCAPITAL.NS,5.0,20.0,50,46.0,0.61,7.2,-5.01,15.11,-11.63,11.8,121581.04,21.58,3.09,37.1,0.08,22,0,27,1
ABCAPITAL.NS,5.0,25.0,50,46.0,0.61,7.2,-5.01,15.11,-11.63,11.8,121581.04,21.58,3.09,37.1,0.08,22,0,27,1
ABCAPITAL.NS,5.0,10.0,50,46.0,0.61,7.2,-5.01,15.11,-11.63,11.8,121581.04,21.58,3.09,37.1,0.08,22,2,25,1
ABCAPITAL.NS,5.0,15.0,50,46.0,0.61,7.2,-5.01,15.11,-11.63,11.8,121581.04,21.58,3.09,37.1,0.08,22,0,27,1
HEROMOTOCO.NS,5.0,5.0,37,45.9,1.1,5.81,-2.91,8.46,-5.48,12.2,142896.05,42.9,5.71,19.33,0.3,15,4,18,0
MARUTI.NS,5.0,10.0,48,45.8,1.36,6.17,-2.71,9.62,-6.41,12.4,178596.95,78.6,9.45,14.73,0.64,21,0,27,0
MARUTI.NS,5.0,15.0,48,45.8,1.36,6.17,-2.71,9.62,-6.41,12.4,178596.95,78.6,9.45,14.73,0.64,21,0,27,0
MARUTI.NS,5.0,25.0,48,45.8,1.36,6.17,-2.71,9.62,-6.41,12.4,178596.95,78.6,9.45,14.73,0.64,21,0,27,0
MARUTI.NS,5.0,20.0,48,45.8,1.36,6.17,-2.71,9.62,-6.41,12.4,178596.95,78.6,9.45,14.73,0.64,21,0,27,0
MARUTI.NS,5.0,5.0,48,45.8,1.36,6.17,-2.71,9.62,-6.41,12.4,178596.95,78.6,9.45,14.73,0.64,21,2,25,0
CUB.NS,3.0,25.0,48,45.8,-0.37,4.68,-4.63,7.77,-9.38,8.7,79117.16,-20.88,-3.58,39.09,-0.09,22,0,26,0
CUB.NS,3.0,10.0,48,45.8,-0.37,4.68,-4.63,7.77,-9.38,8.7,79117.16,-20.88,-3.58,39.09,-0.09,22,1,25,0
INDIANB.NS,5.0,5.0,59,45.8,0.92,7.61,-4.73,17.48,-13.0,9.7,149904.2,49.9,6.5,28.34,0.23,26,10,23,0
CUB.NS,3.0,20.0,48,45.8,-0.37,4.68,-4.63,7.77,-9.38,8.7,79117.16,-20.88,-3.58,39.09,-0.09,22,0,26,0
CUB.NS,3.0,15.0,48,45.8,-0.37,4.68,-4.63,7.77,-9.38,8.7,79117.16,-20.88,-3.58,39.09,-0.09,22,0,26,0
CUB.NS,3.0,5.0,48,45.8,-0.36,4.68,-4.63,7.77,-9.38,8.7,79184.15,-20.82,-3.57,39.05,-0.09,22,10,16,0
HEROMOTOCO.NS,10.0,10.0,35,45.7,2.14,8.29,-3.03,12.87,-9.34,16.1,195139.0,95.14,10.97,14.52,0.76,10,0,23,2
HEROMOTOCO.NS,10.0,15.0,35,45.7,2.14,8.29,-3.03,12.87,-9.34,16.1,195139.0,95.14,10.97,14.52,0.76,10,0,23,2
HEROMOTOCO.NS,10.0,25.0,35,45.7,2.14,8.29,-3.03,12.87,-9.34,16.1,195139.0,95.14,10.97,14.52,0.76,10,0,23,2
HEROMOTOCO.NS,10.0,20.0,35,45.7,2.14,8.29,-3.03,12.87,-9.34,16.1,195139.0,95.14,10.97,14.52,0.76,10,0,23,2
UPL.NS,3.0,5.0,57,45.6,-0.34,4.44,-4.36,12.48,-15.14,8.2,76454.07,-23.55,-4.09,47.15,-0.09,26,11,20,0
AUBANK.NS,10.0,5.0,44,45.5,1.85,9.51,-4.53,16.15,-9.92,14.5,197911.21,97.91,11.21,23.67,0.47,12,10,15,7
LAURUSLABS.NS,8.0,10.0,44,45.5,1.73,9.62,-4.85,14.51,-12.35,14.7,186920.59,86.92,10.23,32.85,0.31,18,1,23,2
LAURUSLABS.NS,8.0,20.0,44,45.5,1.73,9.62,-4.85,14.51,-12.35,14.7,186920.59,86.92,10.23,32.85,0.31,18,0,24,2
BHARTIARTL.NS,5.0,10.0,55,45.5,0.77,5.17,-2.9,10.03,-10.74,13.1,144439.91,44.44,5.89,21.12,0.28,19,0,32,4
BHARTIARTL.NS,5.0,15.0,55,45.5,0.77,5.17,-2.9,10.03,-10.74,13.1,144439.91,44.44,5.89,21.12,0.28,19,0,32,4
LAURUSLABS.NS,8.0,25.0,44,45.5,1.73,9.62,-4.85,14.51,-12.35,14.7,186920.59,86.92,10.23,32.85,0.31,18,0,24,2
AUBANK.NS,8.0,25.0,44,45.5,1.53,8.88,-4.59,16.15,-9.92,13.6,174336.19,74.34,9.04,28.41,0.32,15,0,25,4
AUBANK.NS,8.0,20.0,44,45.5,1.53,8.88,-4.59,16.15,-9.92,13.6,174336.19,74.34,9.04,28.41,0.32,15,0,25,4
AUBANK.NS,8.0,15.0,44,45.5,1.53,8.88,-4.59,16.15,-9.92,13.6,174336.19,74.34,9.04,28.41,0.32,15,0,25,4
LAURUSLABS.NS,8.0,15.0,44,45.5,1.73,9.62,-4.85,14.51,-12.35,14.7,186920.59,86.92,10.23,32.85,0.31,18,0,24,2
BHARTIARTL.NS,5.0,20.0,55,45.5,0.77,5.17,-2.9,10.03,-10.74,13.1,144439.91,44.44,5.89,21.12,0.28,19,0,32,4
AUBANK.NS,8.0,10.0,44,45.5,1.39,8.88,-4.85,16.15,-14.67,13.5,162216.8,62.22,7.82,28.41,0.28,15,1,24,4
